Model,Model_ID,Code,Description,Work_Type,Labor_Hours,FRT
Model S,1,10011168,Trunk Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.6,0.6
Model S,1,10011169,Trunk Replacement And Paint - Painting-CN Only,Paint Work,0.9,0.9
Model S,1,10011170,Trunk Replacement And Paint - Polishing-CN Only,Paint Work,0.6,0.6
Model S,1,10011171,Trunk Removal Refit And Paint-CN Only,Paint Work,4.04,4.04
Model S,1,10011172,Trunk Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,1.66,1.66
Model S,1,10011173,Trunk Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.43,0.43
Model S,1,10011174,Trunk Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.45,0.45
Model S,1,10011175,Trunk Removal Refit And Paint - Painting-CN Only,Paint Work,0.9,0.9
Model S,1,10011176,Trunk Removal Refit And Paint - Polishing-CN Only,Paint Work,0.6,0.6
Model S,1,10011177,Fascia Rear Upper Replacement And Paint-CN Only,Paint Work,3.48,3.48
Model S,1,10011178,Fascia Rear Upper Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,1.38,1.38
Model S,1,10011179,Fascia Rear Upper Replacement And Paint - Sealer Spary-CN Only,Refinish,0.5,0.5
Model S,1,10011180,Fascia Rear Upper Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.4,0.4
Model S,1,10011181,Fascia Rear Upper Replacement And Paint - Painting-CN Only,Paint Work,0.7,0.7
Model S,1,10011182,Fascia Rear Upper Replacement And Paint - Polishing-CN Only,Paint Work,0.5,0.5
Model S,1,10011183,Fascia Rear Upper Removal Refit And Paint-CN Only,Paint Work,2.52,2.52
Model S,1,10011184,Fascia Rear Upper Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.84,0.84
Model S,1,10011185,Fascia Rear Upper Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.23,0.23
Model S,1,10011186,Fascia Rear Upper Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.25,0.25
Model S,1,10011187,Fascia Rear Upper Removal Refit And Paint - Painting-CN Only,Paint Work,0.7,0.7
Model S,1,10011188,Fascia Rear Upper Removal Refit And Paint - Polishing-CN Only,Paint Work,0.5,0.5
Model S,1,10011189,Fascia Front Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.25,0.25
Model S,1,10011190,Fender Assembly Front LH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,1.5,1.5
Model S,1,10011191,Fender Assembly Front RH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.33,0.33
Model S,1,10011192,Fender Assembly Front RH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.25,0.25
Model S,1,10011193,Hood Assembly Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.7,0.7
Model S,1,10011194,Hood Assembly Removal Refit And Paint-CN Only,Paint Work,2.76,2.76
Model S,1,10011195,Hood Assembly Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.68,0.68
Model S,1,10011196,Front Door RH Replacement And Paint - Painting-CN Only,Paint Work,0.8,0.8
Model S,1,10011197,Front Door RH Replacement And Paint - Polishing-CN Only,Paint Work,0.4,0.4
Model S,1,10011199,Putty filler (S)-CN Only,Refinish,0.52,0.52
Model S,1,10011200,Putty filler (M)-CN Only,Refinish,1.13,1.13
Model S,1,10011201,Ankle Catcher Assembly - Fascia - Front (Remove & Install),Remove and Install,0.36,0.36
Model S,1,10011202,Ankle Catcher Assembly - Fascia - Front (Remove & Replace),Remove and Replace,0.36,0.36
Model S,1,10011203,Trunk Replacement And Paint - Glass Incl. Disassembly & Install-CN Only,Remove and Install,0.41,0.41
Model S,1,10011301,Applique - Fascia - Front - 2nd Generation (Remove & Install),Remove and Install,0.06,0.06
Model S,1,10011302,Applique - Fascia - Front - 2nd Generation (Remove & Replace),Remove and Replace,0.12,0.12
Model S,1,10011401,Applique - Fascia - Front - 1st Generation (Remove & Install),Remove and Install,1.0,1.0
Model S,1,10011402,Applique - Fascia - Front - 1st Generation (Remove & Replace),Remove and Replace,1.2,1.2
Model S,1,10011501,Grille - Fascia - Front (Remove & Install),Remove and Install,0.35,0.35
Model S,1,10011502,Grille - Fascia - Front (Remove & Replace),Remove and Replace,0.42,0.42
Model S,1,10011511,T Badge Support - Fascia - Front (Remove & Install),Remove and Install,0.48,0.48
Model S,1,10011512,T Badge Support - Fascia - Front (Remove & Replace),Remove and Replace,0.48,0.48
Model S,1,10011551,Upper Cover - Grille - Fascia - Front (Remove & Install),Remove and Install,0.55,0.55
Model S,1,10011552,Upper Cover - Grille - Fascia - Front (Remove & Replace),Remove and Replace,0.66,0.66
Model S,1,10011701,Foam - Bumper Beam - Front (Remove & Install),Remove and Install,1.92,1.92
Model S,1,10011702,Foam - Bumper Beam - Front (Remove & Replace),Remove and Replace,1.92,1.92
Model S,1,10011801,Foam - Knee Load Support - Bumper Assembly - Fascia - Front (Remove & Install),Remove and Install,1.65,1.65
Model S,1,10011802,Foam - Knee Load Support - Bumper Assembly - Fascia - Front (Remove & Replace),Remove and Replace,1.98,1.98
Model S,1,10011901,Foam - Ankle Catcher Assembly - Bumper - Front (Remove & Install),Remove and Install,1.85,1.85
Model S,1,10011902,Foam - Ankle Catcher Assembly - Bumper - Front (Remove & Replace),Remove and Replace,2.22,2.22
Model S,1,10012001,Valance - Front Fascia - Lower (Remove & Install),Remove and Install,0.5,0.5
Model S,1,10012002,Valance - Front Fascia - Lower (Remove & Replace),Remove and Replace,0.54,0.54
Model S,1,10012201,Bracket - Fender - Front Fascia - LH (Remove & Install),Remove and Install,0.06,0.06
Model S,1,10012202,Bracket - Fender - Front Fascia - LH (Remove & Replace),Remove and Replace,0.06,0.06
Model S,1,10012301,Bracket - Fender - Front Fascia - RH (Remove & Install),Remove and Install,0.05,0.05
Model S,1,10012302,Bracket - Fender - Front Fascia - RH (Remove & Replace),Remove and Replace,0.06,0.06
Model S,1,10012501,Bright Trim - Front Fascia (Remove & Install),Remove and Install,0.55,0.55
Model S,1,10012502,Bright Trim - Front Fascia (Remove & Replace),Remove and Replace,0.66,0.66
Model S,1,10012912,Trim - Lower - Fascia - Rear (Remove & Replace),Remove and Replace,1.14,1.14
Model S,1,10013001,Fascia Assembly - Rear (Remove & Install),Remove and Install,0.78,0.78
Model S,1,10013002,Fascia Assembly - Rear (Remove & Replace),Remove and Replace,1.38,1.38
Model S,1,10013101,Bumper Assembly - Rear (Remove & Install),Remove and Install,1.2,1.2
Model S,1,10013102,Bumper Assembly - Rear (Remove & Replace),Remove and Replace,1.2,1.2
Model S,1,10013401,Applique - Bumper - Rear (Remove & Install),Remove and Install,0.9,0.9
Model S,1,10013402,Applique - Bumper - Rear (Remove & Replace),Remove and Replace,1.08,1.08
Model S,1,10013501,Diffuser Trim - Rear (Remove & Install),Remove and Install,1.32,1.32
Model S,1,10013502,Diffuser Trim - Rear (Remove & Replace),Remove and Replace,1.32,1.32
Model S,1,10013601,Reflex Marker - Bumper - Rear - LH (Remove & Install),Remove and Install,0.85,0.85
Model S,1,10013602,Reflex Marker - Bumper - Rear - LH (Remove & Replace),Remove and Replace,1.02,1.02
Model S,1,10013701,Reflex Marker - Bumper - Rear - RH (Remove & Install),Remove and Install,0.85,0.85
Model S,1,10013702,Reflex Marker - Bumper - Rear - RH (Remove & Replace),Remove and Replace,1.02,1.02
Model S,1,10014001,Cover - Tow Hook - Front (Remove & Install),Remove and Install,0.05,0.05
Model S,1,10014002,Cover - Tow Hook - Front (Remove & Replace),Remove and Replace,0.06,0.06
Model S,1,10014301,Bracket - Attachment - Fascia - Rear (Remove & Install),Remove and Install,0.54,0.54
Model S,1,10014302,Bracket - Rear - Center (Remove & Replace),Remove and Replace,0.54,0.54
Model S,1,10015401,Spear - Fog Light - Upper - LH,Remove and Install,0.72,0.72
Model S,1,10015402,Spear - Fog Light - Upper - LH,Remove and Replace,0.72,0.72
Model S,1,10015501,Spear - Fog Light - Upper - RH,Remove and Install,0.54,0.54
Model S,1,10015502,Spear - Fog Light - Upper - RH,Remove and Replace,0.54,0.54
Model S,1,10015601,Spear - Fog Light - Lower - LH,Remove and Install,0.72,0.72
Model S,1,10015602,Spear - Fog Light - Lower - LH,Remove and Replace,0.72,0.72
Model S,1,10015701,Spear - Fog Light - Lower - RH,Remove and Install,0.54,0.54
Model S,1,10015702,Spear - Fog Light - Lower - RH,Remove and Replace,0.54,0.54
Model S,1,10016101,Bracket - Rear Wing - LH (Remove & Install),Remove and Install,1.02,1.02
Model S,1,10016102,Bracket - Rear Wing - LH (Remove & Replace),Remove and Replace,1.02,1.02
Model S,1,10016201,Bracket - Rear Wing - RH (Remove & Install),Remove and Install,1.02,1.02
Model S,1,10016202,Bracket - Rear Wing - RH (Remove and Replace),Remove and Replace,1.02,1.02
Model S,1,10018928,Visual Paint Inspection,Inspection,0.2,0.2
Model S,1,10100008,Tesla Body Repair - Mechanical Labor,Body Shop,0.0,0.0
Model S,1,101000128,Seat Protectiong Coating - 5 seats (Korea),Maintenance,0.45,0.45
Model S,1,1010010302,Front Door LH Replacement And Paint-CN Only,Remove and Replace,3.82,3.82
Model S,1,1010010303,Front Door LH Removal Refit And Paint-CN Only,Paint Work,2.97,2.97
Model S,1,10100103802,ASSEMBLY - A / B PILLAR COMPLETE - LEFT HAND,Remove and Replace,35.1,35.1
Model S,1,10100103902,ASSEMBLY - BODY SIDE OUTER - B-PILLAR - LEFT HAND,Remove and Replace,21.9,21.9
Model S,1,10100104002,ASSEMBLY - BODY SIDE OUTER - B-PILLAR - RIGHT HAND,Remove and Replace,21.9,21.9
Model S,1,10100104102,ASSEMBLY - BRACKET FRONT FENDER,Remove and Replace,1.74,1.74
Model S,1,10100104202,ASSEMBLY - LAMP HOUSING - LEFT,Remove and Replace,13.55,13.55
Model S,1,10100104302,"LAMP HOUSING (VEHICLES BUILT THROUGH AUGUST 15, 2015)-LEFT",Remove and Replace,13.3,13.3
Model S,1,10100104402,LAMP HOUSING ASSEMBLY (CHINA CHARGE PORT VEHICLES)-LEFT,Remove and Replace,13.3,13.3
Model S,1,10100104502,ASSEMBLY - LAMP HOUSING - RIGHT,Remove and Replace,13.55,13.55
Model S,1,10100104602,"LAMP HOUSING (VEHICLES BUILT THROUGH AUGUST 15, 2015)-RIGHT",Remove and Replace,13.3,13.3
Model S,1,10100104702,LAMP HOUSING ASSEMBLY (CHINA CHARGE PORT VEHICLES)- RIGHT,Remove and Replace,13.3,13.3
Model S,1,10100105102,BODY SIDE OUTER (GENERATION 2 REAR NODE AND GENERATION 2 B-PILLAR) - DOG LEG COMPLETE - LEFT,Remove and Replace,11.8,11.8
Model S,1,10100105202,BODY SIDE OUTER (GENERATION 2 REAR NODE AND GENERATION 2 B-PILLAR) - DOG LEG LOWER- LEFT,Remove and Replace,19.25,19.25
Model S,1,10100105302,BODY SIDE OUTER (GENERATION 2 REAR NODE AND GENERATION 2 B-PILLAR) - DOG LEG UPPER- LEFT,Remove and Replace,10.05,10.05
Model S,1,10100105402,BODY SIDE OUTER (GENERATION 2 REAR NODE AND GENERATION 2 B-PILLAR)-A PANEL- LEFT,Remove and Replace,13.8,13.8
Model S,1,10100105702,BODY SIDE OUTER (GENERATION 2 REAR NODE AND GENERATION 2 B-PILLAR) - DOG LEG COMPLETE -RIGHT,Remove and Replace,11.8,11.8
Model S,1,10100105802,BODY SIDE OUTER (GENERATION 2 REAR NODE AND GENERATION 2 B-PILLAR) - DOG LEG LOWER -RIGHT,Remove and Replace,19.25,19.25
Model S,1,10100105902,BODY SIDE OUTER (GENERATION 2 REAR NODE AND GENERATION 2 B-PILLAR) - DOG LEG UPPER - RIGHT,Remove and Replace,10.05,10.05
Model S,1,10100106002,BODY SIDE OUTER (GENERATION 2 REAR NODE AND GENERATION 2 B-PILLAR)-A PANEL -RIGHT,Remove and Replace,13.8,13.8
Model S,1,10100106302,QUARTER OUTER SKIN (UPPER SECTION)-LEFT,Remove and Replace,9.6,9.6
Model S,1,10100106402,ASSY - RR QUARTER OTR RIGHT,Remove and Replace,10.95,10.95
Model S,1,10100106602,QUARTER OUTER SKIN (UPPER SECTION)-RIGHT,Remove and Replace,9.6,9.6
Model S,1,10100106802,BODY SIDE OUTER (GENERATION 2 REAR NODE AND GENERATION 2 B–PILLAR),Remove and Replace,15.65,15.65
Model S,1,10100106902,"BODYSIDE INNER, RIGHT HAND",Remove and Replace,35.1,35.1
Model S,1,10100107002,"A–PILLAR AND B–PILLAR COMPLETE ASSEMBLY (VEHICLES BUILT THROUGH OCTOBER 11, 2016)- RIGHT",Remove and Replace,35.1,35.1
Model S,1,10100107102,BRACKET FRONT FENDER REAR UPPER,Remove and Replace,1.74,1.74
Model S,1,10100107302,"HINGE PILLAR, LEFT HAND",Remove and Replace,24.55,24.55
Model S,1,10100107402,HINGE PILLAR ASSEMBLY (LOWER SECTION)-LEFT,Remove and Replace,1.2,1.2
Model S,1,10100107502,HINGE PILLAR ASSEMBLY (UPPER SECTION)-LEFT,Remove and Replace,1.48,1.48
Model S,1,10100107602,"FRONT SEAT MOUNT (FRONT INBOARD) FOR VEHICLES BUILT THROUGH APRIL 10, 2016",Remove and Replace,0.84,0.84
Model S,1,10100107702,"FRONT SEAT MOUNT (FRONT) FOR VEHICLES BUILT AFTER APRIL 10, 2016",Remove and Replace,0.84,0.84
Model S,1,10100107802,"FRONT SEAT MOUNT (REAR INBOARD) FOR VEHICLES BUILT THROUGH APRIL 10, 2016",Remove and Replace,0.96,0.96
Model S,1,10100107902,"FRONT SEAT MOUNT (REAR OUTBOARD) FOR VEHICLES BUILT AFTER APRIL 10, 2016",Remove and Replace,0.84,0.84
Model S,1,10100108002,PANEL-HINGE PILLAR RIGHT HAND,Remove and Replace,24.55,24.55
Model S,1,10100108102,HINGE PILLAR ASSEMBLY (LOWER SECTION)-RIGHT,Remove and Replace,1.2,1.2
Model S,1,10100108202,HINGE PILLAR ASSEMBLY (UPPER SECTION)-RIGHT,Remove and Replace,1.48,1.48
Model S,1,10100108302,"REAR LAMP HOUSING REINFORCEMENT, LEFT HAND",Remove and Replace,12.0,12.0
Model S,1,10100108402,"REINFORCEMENT, REAR LAMP HOUSING, RIGHT",Remove and Replace,12.0,12.0
Model S,1,1010011008,FRONT SILL SECTION KIT - LEFT,,44.82,44.82
Model S,1,1010011009,FRONT SILL SECTION KIT - RIGHT,,44.82,44.82
Model S,1,1010011014,"ASY SIDE SILL LEFT HAND (REFRESH), SVC",,20.88,20.88
Model S,1,1010011015,"ASY SIDE SILL RH, SVC",,20.88,20.88
Model S,1,10100118602,Quarter Outer Complete,Remove and Replace,11.2,11.2
Model S,1,10100118702,Quarter Outer Complete,Remove and Replace,11.2,11.2
Model S,1,10100122702,ASSEMBLY - A / B PILLAR COMPLETE - LEFT HAND,Remove and Replace,35.1,35.1
Model S,1,10100122802,ASSEMBLY - BODY SIDE OUTER - C-PILLAR - LEFT HAND - LARGE CHARGPORT,Remove and Replace,11.2,11.2
Model S,1,10100122902,ASSEMBLY - COWL SIDE - LEFT HAND,Remove and Replace,16.5,16.5
Model S,1,10100123002,ASSEMBLY - COWL SIDE - RIGHT HAND,Remove and Replace,16.5,16.5
Model S,1,10100123102,ASSY - BODY SIDE OTR C-PILLAR RIGHT SVC,Remove and Replace,11.2,11.2
Model S,1,10100123202,ASSY - RR QUARTER OTR LEFT HAND SVC,Remove and Replace,10.95,10.95
Model S,1,10100123402,MOUNT - FR SEAT FR SVC,Remove and Replace,0.84,0.84
Model S,1,10100123502,MOUNT - FRONT SEAT REAR M8,Remove and Replace,0.84,0.84
Model S,1,10100134802,Quarter Outer Skin – Non-China Charge Port Vehicles - Upper Section,Remove and Replace,7.0,7.0
Model S,1,10100134902,Quarter Outer Skin – Non-China Charge Port Vehicles - Upper Section,Remove and Replace,7.0,7.0
Model S,1,10100135202,Quarter Outer Skin – China Charge Port Vehicles,Remove and Replace,10.95,10.95
Model S,1,10100135302,Quarter Outer Skin – China Charge Port Vehicles,Remove and Replace,10.95,10.95
Model S,1,10100139602,"Front Frame Rail (Dual Motor Vehicles Built Through November 27, 2018",Remove and Replace,7.35,7.35
Model S,1,10100140202,"Rear Trunk Floor Extension (Vehicles Built Through November 5, 2014)",Remove and Replace,1.74,1.74
Model S,1,10100140302,Body Side Outer (Generation 2 Rear Node and Generation 2 B–Pillar),Remove and Replace,15.65,15.65
Model S,1,10100142502,Body Side Outer (Generation 1 Rear Node and Generation 1 B–Pillar),Remove and Replace,16.45,16.45
Model S,1,10100142602,Body Side Outer (Generation 1 Rear Node and Generation 1 B–Pillar),Remove and Replace,16.45,16.45
Model S,1,10100142702,Body Side Outer (Generation 2 Rear Node and Generation 1 B–Pillar),Remove and Replace,15.95,15.95
Model S,1,10100142802,Body Side Outer (Generation 2 Rear Node and Generation 1 B–Pillar),Remove and Replace,15.95,15.95
Model S,1,1010020302,Front Door LH Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,1.52,1.52
Model S,1,1010020303,Front Door LH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.99,0.99
Model S,1,1010021003,"ASY, REINF - FR HEADER CONNECTOR, LEFT HAND",,0.9,0.9
Model S,1,1010021008,ASSY - B PILLAR COMP LEFT HAND SVC,,33.82,33.82
Model S,1,1010021011,"ASY, GUSSET RAMP, B PILLAR INR LEFT HAND",,0.62,0.62
Model S,1,1010021012,"ASY, GUSSET RAMP, B PILLAR INR RH",,0.62,0.62
Model S,1,1010021015,ASY FR HEADER SVC,,15.29,15.29
Model S,1,1010021017,ASY-RR HEADER LWR SVC,,3.8,3.8
Model S,1,1010021018,HEADER-RR UPR SVC,,2.73,2.73
Model S,1,1010021020,COMPLETE ROOF ASSEMBLY,,10.77,10.77
Model S,1,10100301,Hood Assembly (Remove & Install),Remove and Install,0.48,0.48
Model S,1,10100301002,ASSEMBLY COMP - SIDE SILL LEFT HAND,Remove and Replace,47.45,47.45
Model S,1,10100301036,Hood | Complete | Seam Sealer,Installation,0.72,0.72
Model S,1,10100301102,ASSEMBLY COMP - SIDE SILL RIGHT HAND,Remove and Replace,47.45,47.45
Model S,1,10100302,Hood Assembly (Remove & Replace),Remove and Replace,0.42,0.42
Model S,1,1010030302,Front Door LH Replacement And Paint - Sealer Spary-CN Only,Refinish,0.6,0.6
Model S,1,1010030303,Front Door LH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.43,0.43
Model S,1,1010031002,REINF WHL ARCH LINER LEFT HAND,,0.29,0.29
Model S,1,1010031003,REINF WHL ARCH LINER RH,,0.29,0.29
Model S,1,1010031005,REINF - RR LAMP HOUSING RIGHT HAND SVC,,3.41,3.41
Model S,1,1010031008,"REINFORCEMENT, SHOCK TOWER, REAR, RIGHT",,1.46,1.46
Model S,1,1010031009,"REAR LAMP HOUSING REINFORCEMENT, LEFT HAND",,3.41,3.41
Model S,1,1010031012,MS ASY - PNL RR QTR INR. LEFT HAND - CHINA,,20.55,20.55
Model S,1,1010031013,"REINFORCEMENT, SHOCK TOWER, REAR, LEFT",,1.46,1.46
Model S,1,1010031014,"REINF - LATCH REAR DOOR, LEFT HAND SVC",,8.46,8.46
Model S,1,1010031015,WHEELEFT HANDOUSE EXTENSION - FRONT REAR LEFT,,13.7,13.7
Model S,1,1010031016,"REINF - LATCH REAR DOOR, RIGHT HAND SVC",,8.46,8.46
Model S,1,1010031017,PANEL - REAR WHEELHOUSE EXTENSION - RIGHT,,5.28,5.28
Model S,1,1010031021,"WHEEL ARCH OUTER PANEL, RIGHT HAND",,23.53,23.53
Model S,1,1010031022,"WHEEL ARCH OUTER PANEL, LEFT HAND",,9.75,9.75
Model S,1,1010040302,Front Door LH Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.5,0.5
Model S,1,1010040303,Front Door LH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.45,0.45
Model S,1,1010041001,ASY - BRKT RR DIFFUSER SVC,,0.32,0.32
Model S,1,1010041002,ASY - MEMBER RAIL RR RH SVC,,2.92,2.92
Model S,1,1010041003,ASY - MEMBER RAIL RR LEFT HAND SVC,,2.92,2.92
Model S,1,1010041004,MODEL S BUMPER PLATE ASY RR LEFT HAND - ECOAT - SERVICE,,8.67,8.67
Model S,1,1010041005,REAR COMPLETE BODY PANEL,,6.57,6.57
Model S,1,1010041006,"ASSEMBLY, REAR WHEELHOUSE COMPLETE, RIGHT",,33.38,33.38
Model S,1,1010041008,ASSY - RR WHEELHOUSE COMP LEFT HAND SVC,,33.38,33.38
Model S,1,1010041011,2ND ROW RETRACTOR LEFT PANEL ASSEMBLY - SERVICE ONLY,,3.52,3.52
Model S,1,1010041012,"MODEL S, ASY-MEMBER RAIL RR RH (HPDC NODE) SVC",,13.4,13.4
Model S,1,1010041013,"MODEL S, ASY-MEMBER RAIL RR LEFT HAND (HPDC NODE) SVC",,13.4,13.4
Model S,1,1010041014,NODE CLOSEOUT RIGHT PANEL - P1P2 - SERVICE ONLY,,1.3,1.3
Model S,1,1010041015,NODE CLOSEOUT REAR RIGHT PANEL - SERVICE ONLY,,1.34,1.34
Model S,1,1010041017,NEW REAR NODE LEFT REINFORCED ASSEMBLY - SERVICE ONLY,,1.15,1.15
Model S,1,1010041018,NEW REAR NODE RIGHT REINFORCED ASSEMBLY - SERVICE ONLY,,1.15,1.15
Model S,1,1010041019,REINFORCED WHEEL ARCH LEFT LINER - NEW NODE - SERVICE ONLY,,2.9,2.9
Model S,1,1010041020,REINFORCED WHEEL ARCH RIGHT LINER - NEW NODE - SERVICE ONLY,,2.9,2.9
Model S,1,1010041022,3RD ROW SEAT FLOOR ASSEMBLY - NEW NODE - SERVICE ONLY,,1.25,1.25
Model S,1,1010041023,REAR LEFT MEMBER RAIL ASSEMBLY - NEW NODE - SERVICE ONLY,,12.92,12.92
Model S,1,1010041024,REAR RIGHT MEMBER RAIL ASSEMBLY - NEW NODE - SERVICE ONLY,,12.92,12.92
